pdbid,2019_general,2019_refined,2019_core,2018_general,2018_refined,2018_core,2017_general,2017_refined,2017_core,2016_general,2016_refined,2016_core,2015_general,2015_refined,2015_core,2014_general,2014_refined,2014_core,2013_general,2013_refined,2013_core,2012_general,2012_refined,2012_core,2007_general,2007_refined,2007_core,act,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
1b6h,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.82,154.35,1871.2,9.6155,30.267,10.933,15,3413,881,1403,36,979,251,405,11,811,207,343,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1b6j,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.92,143.46,2619.9,5.632,48.081,8.1796,13,5243,1457,1820,3,1069,294,382,2,1216,343,431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1b6k,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.74,135.16,2603.8,6.6347,66.941,6.4453,11,5604,1546,1974,0,841,227,303,0,1041,289,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1b6l,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.3,118.87,2190.6,5.4159,47.347,6.2983,8,4510,1250,1594,0,829,230,295,0,968,271,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1b6m,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,8.4,132.41,2398.8,4.8072,78.118,5.6384,11,5098,1432,1832,0,687,189,257,0,981,275,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1b6p,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,8.52,133.82,2545.5,5.656,74.323,6.4486,13,5523,1538,1880,1,839,225,298,0,1057,296,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1b74,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,1.3,34.043,598.15,8.1046,0.98345,2,3,796,215,282,15,299,81,110,6,438,122,164,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1b7h,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,8.02,153.56,1926,9.653,34.499,10.57,16,3588,931,1394,35,989,248,383,11,809,203,323,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1b8n,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,10.52,108.2,1405.7,4.7805,2.6446,5.5442,2,2032,585,699,23,883,247,304,14,666,191,229,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1b8o,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,10.64,97.056,1339.6,3.7272,2.0746,4.9476,2,2032,591,738,24,717,205,262,10,679,194,245,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1b8y,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.85,129.67,1708.5,4.0726,46.874,3.0166,5,3143,776,926,19,337,77,95,2,602,147,178,4,0,0,0,0,0,0,0,0,158,43,50,1,0,0,0,0,0,0,0,0,0,0,0,0
1b9j,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,5.96,153.3,1931.6,9.2029,30.943,11.382,15,3597,923,1470,38,974,245,406,11,807,205,346,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bai,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.7,137.75,2896.4,10.363,52.018,6.4163,28,5608,1673,1961,0,1437,445,511,0,1322,383,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bap,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,6.85,53.333,776.63,5.016,0,6.3446,0,860,239,327,20,0,0,0,0,824,228,324,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bcd,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.7,39.978,582.89,2.6401,15.799,2.0033,1,215,57,59,1,215,57,58,1,420,115,116,2,608,165,166,3,0,0,0,0,219,59,57,1,0,0,0,0,0,0,0,0,0,0,0,0
1bcj,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,3.7,60.557,694.55,5.1506,1.5578,6.0362,3,827,250,361,0,114,35,48,0,592,179,258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bcu,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3.28,69.856,935.8,1.1874,11.153,0.74758,0,1724,482,676,29,377,106,151,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bdq,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.34,126.07,2098,3.9965,76.106,4.565,13,4772,1340,1494,0,646,176,203,1,707,193,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bgq,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.57,72.731,1380.4,4.2978,24.199,1,0,2743,702,1048,18,0,0,0,0,908,235,340,6,0,0,0,0,0,0,0,0,0,0,0,0,169,42,56,1,0,0,0,0,0,0,0,0
1bhf,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.38,154.89,1672.4,9.5044,42.053,5.8834,17,2695,798,1242,21,354,111,168,4,1013,280,493,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bhx,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.84,118.96,1657.4,3.5611,39.935,4.3509,10,2804,707,1050,60,931,240,373,24,527,133,216,12,0,0,0,0,0,0,0,0,269,67,97,7,0,0,0,0,0,0,0,0,0,0,0,0
1bju,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,4.8,94.514,1102.9,3.011,13.263,0,4,1649,457,710,50,506,138,214,12,119,34,55,4,0,0,0,0,0,0,0,0,0,0,0,0,74,21,36,2,0,0,0,0,0,0,0,0
1bjv,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,5.54,95.801,1245.8,4.0087,11.105,0,6,2209,589,883,68,552,152,225,14,208,60,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bm7,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,7.52,58.17,1202.9,3.0513,58.707,0,3,2379,582,832,18,183,42,68,2,302,73,97,4,517,125,186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bma,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,4.59,125.76,1670.4,5.4364,48.589,2.7752,13,3240,896,1116,72,511,143,188,15,395,104,143,11,472,127,176,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bn1,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,9.34,59.281,983.55,5.5004,30.606,2.9784,5,1657,431,407,12,361,101,91,1,740,199,187,4,0,0,0,0,0,0,0,0,585,163,141,3,0,0,0,0,0,0,0,0,0,0,0,0
1bn3,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,9.89,67.032,1077.8,5.6959,23.774,3.0663,3,1942,520,464,13,363,102,93,1,845,225,211,5,0,0,0,0,0,0,0,0,583,165,144,3,0,0,0,0,0,0,0,0,0,0,0,0
1bn4,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,9.31,60.429,1020.6,5.8252,27.314,3.0013,6,1670,435,410,12,363,102,92,1,825,217,207,5,0,0,0,0,0,0,0,0,587,164,143,3,0,0,0,0,0,0,0,0,0,0,0,0
1bnn,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,10,65.45,1100.5,5.2273,22.031,2.9021,3,1939,507,496,13,369,103,97,1,852,229,221,5,0,0,0,0,0,0,0,0,589,165,146,3,0,0,0,0,0,0,0,0,0,0,0,0
1bnq,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,9.49,67.544,1138,3.5482,10.481,2.7315,6,1766,463,444,9,529,143,131,3,844,225,212,5,0,0,0,0,0,0,0,0,581,157,146,3,0,0,0,0,0,0,0,0,0,0,0,0
1bnt,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,9.8,59.131,1121.4,3.7003,23.446,3.491,3,1914,507,443,13,365,103,88,1,983,263,232,5,0,0,0,0,0,0,0,0,582,159,138,3,0,0,0,0,0,0,0,0,0,0,0,0
1bnu,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,9.7,61.447,1104.4,3.2309,9.1972,3.2881,3,1707,446,413,11,364,104,92,2,894,247,222,5,0,0,0,0,0,0,0,0,698,189,171,4,0,0,0,0,0,0,0,0,0,0,0,0
1bnv,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.77,67.361,1166.6,5.4687,12.066,3.2883,4,2065,542,488,13,520,140,127,2,839,219,204,5,0,0,0,0,0,0,0,0,578,160,140,3,0,0,0,0,0,0,0,0,0,0,0,0
1bnw,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,9.08,56.979,905.2,3.4517,10.183,1.7779,5,1346,351,317,9,361,99,85,1,731,195,178,4,0,0,0,0,0,0,0,0,684,189,160,4,0,0,0,0,0,0,0,0,0,0,0,0
1bp0,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,5.4,73.191,1088.1,5.8021,0.67368,8.0342,4,1553,432,435,9,370,94,97,2,1212,355,363,8,0,0,0,0,137,42,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bq4,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,5.22,55.488,1034.3,4.6312,0.034938,6.0132,0,1720,644,444,0,0,0,0,0,1552,578,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1br6,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,3.22,112.77,1330,5.0793,12.908,5.8829,3,2169,588,695,4,964,255,304,3,421,121,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bra,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,1.82,63.433,659.28,3.1494,6.6087,0,0,1105,275,447,21,296,76,119,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bty,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,4.74,65.289,676.79,3.1534,3.6704,0,0,1016,266,413,24,296,79,120,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bv7,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,10.3,191.06,2690.2,5.4714,104.27,7.5935,14,6617,1808,2018,6,915,253,273,4,838,221,258,0,0,0,0,0,0,0,0,0,235,62,71,2,0,0,0,0,0,0,0,0,0,0,0,0
1bv9,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,9.96,193.33,2761,6.8658,90.992,9.0688,14,6578,1862,2179,6,882,261,289,4,827,231,279,0,0,0,0,0,0,0,0,0,222,61,73,2,0,0,0,0,0,0,0,0,0,0,0,0
1bwa,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.6,180.82,2789.8,6.4789,78,9.738,14,6594,1873,2218,6,898,259,297,4,827,231,282,0,0,0,0,0,0,0,0,0,221,61,75,2,0,0,0,0,0,0,0,0,0,0,0,0
1bwb,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.42,190.88,2966.2,8.305,89.321,11.374,14,7210,2029,2370,14,1118,324,372,5,835,233,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bxo,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,10,190.57,2473.6,6.918,65.464,6.9961,11,4161,1025,2581,0,579,139,381,0,1314,311,770,0,0,0,0,0,174,43,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bxq,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,7.38,175.71,2341.1,7.7501,65.514,7.338,18,4178,1042,2338,0,611,147,361,0,1383,329,722,0,0,0,0,0,179,44,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bxr,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,3.4,166.2,2140.7,17.152,0,13.168,8,1885,558,735,22,1107,311,395,14,2194,716,917,35,0,0,0,0,556,187,232,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bzc,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.92,128.54,1365.2,8.0559,81.467,9.947,7,1798,613,693,31,124,42,53,1,745,232,258,11,330,103,102,4,182,57,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bzh,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,6.77,130.41,1650.6,10.059,44.383,7.8087,11,2899,1018,1059,36,362,129,139,4,1464,487,525,15,161,52,54,2,0,0,0,0,42,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1bzj,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.66,110.04,1196.9,7.1561,81.576,9.3879,2,1587,532,595,26,0,0,0,0,694,215,227,11,328,96,104,3,183,55,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bzy,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.34,158.82,1685.2,13.308,6.8051,15.578,4,2192,577,817,7,954,251,376,3,1239,315,484,6,0,0,0,0,176,41,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1c1r,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,7.63,95.015,1209.6,4.5592,4.455,1.9449,2,2006,554,833,66,769,216,325,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1c1u,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,8.25,91.449,1307.3,4.1076,8.8587,1.6954,2,2277,588,927,66,856,226,343,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1c1v,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,7.64,94.006,1388.3,4.8349,9.6609,1.7078,2,2385,634,854,70,1060,290,382,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1c2t,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,6.59,127.9,1745.7,8.5248,48.891,8.3037,8,2992,865,872,22,521,148,158,2,842,237,229,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1c3e,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,6.59,126.47,1753.4,8.2348,42.191,7.8932,8,3046,874,842,21,522,149,154,2,824,231,220,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1c3x,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,3.68,79.376,779.17,6.2854,1.0199,2.4191,0,795,208,244,10,777,205,242,10,149,36,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,35,42,2
1c4u,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,10.37,129.6,1851.7,7.7687,47.455,1.3001,8,3368,835,1216,70,886,225,338,23,639,169,240,14,0,0,0,0,0,0,0,0,115,32,44,2,0,0,0,0,142,36,45,1,0,0,0,0
1c4v,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,10.8,139.03,1876.2,10.519,87.399,1.4505,7,4205,1077,1473,86,895,241,330,24,407,114,151,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1c5c,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.96,96.27,1345.4,6.4021,43.144,6.5301,4,2216,551,555,11,148,39,38,0,1207,300,305,8,0,0,0,0,0,0,0,0,381,96,93,3,0,0,0,0,0,0,0,0,0,0,0,0
1c5n,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.7,56.752,844.43,2.7439,2.6231,0,0,1314,357,556,36,303,83,121,6,0,0,0,0,0,0,0,0,0,0,0,0,167,44,71,5,0,0,0,0,0,0,0,0,117,35,57,3
1c5o,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,3.49,48.436,630.25,2.3633,5.4955,0,0,1052,262,430,17,296,79,116,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1c5p,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.68,63.522,675.39,2.5545,3.6357,0,0,982,257,430,19,294,80,127,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1c5q,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.36,77.139,831.84,2.1381,4.1817,0,0,1194,323,531,29,296,78,119,6,0,0,0,0,0,0,0,0,0,0,0,0,157,41,65,4,0,0,0,0,0,0,0,0,103,30,53,3
1c5s,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6,75.418,802.51,3.1341,6.9239,0,0,1220,316,543,29,294,81,122,6,0,0,0,0,0,0,0,0,0,0,0,0,158,39,67,4,0,0,0,0,0,0,0,0,0,0,0,0
1c5t,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.1,68.122,827.07,3.1218,4.759,0.52049,0,1111,293,510,33,425,115,192,10,0,0,0,0,0,0,0,0,0,0,0,0,162,42,70,5,0,0,0,0,0,0,0,0,0,0,0,0
1c5x,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,6.68,90.762,871.93,4.2431,7.0349,0,0,1378,361,549,29,338,86,118,6,0,0,0,0,0,0,0,0,0,0,0,0,174,42,66,4,0,0,0,0,0,0,0,0,123,37,53,3
1c5y,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.2,82.041,836.87,4.2586,4.8616,0,0,1262,329,472,33,489,128,177,10,0,0,0,0,0,0,0,0,0,0,0,0,175,43,65,5,0,0,0,0,0,0,0,0,0,0,0,0
1c5z,True,False,False,True,False,False,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.01,65.673,660.89,3.3936,5.2894,0,0,1090,284,394,14,313,80,114,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1c70,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,10.3,161.36,2565.8,5.2925,84.718,4.9773,13,5912,1633,2166,5,662,182,245,0,828,234,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1c83,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.85,107.56,1080.5,6.944,39.554,6.3043,2,1515,532,580,24,291,97,102,5,769,256,268,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1c84,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,5,97.382,1087.2,6.6796,58.387,5.1893,2,1727,631,603,29,170,59,54,3,763,261,245,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1c86,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.7,99.579,1020.3,8.3247,21.174,7.5236,2,1336,469,439,21,167,57,52,3,855,287,267,11,0,0,0,0,0,0,0,0,147,48,49,2,0,0,0,0,0,0,0,0,0,0,0,0
1c87,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,4.2,91.417,1020.2,8.6027,21.695,7.4503,2,1336,475,464,21,170,54,53,3,858,288,279,12,0,0,0,0,0,0,0,0,147,49,52,2,0,0,0,0,0,0,0,0,0,0,0,0
1c88,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True,True,False,5.29,109.38,1066,8.3396,24.123,7.9896,2,1363,493,493,23,270,93,91,5,781,259,266,10,0,0,0,0,0,0,0,0,154,52,55,2,0,0,0,0,0,0,0,0,0,0,0,0
